Datetime,Open,High,Low,Close,Adj Close,Volume
2023-09-05 09:30:00-04:00,137.72999572753906,137.8000030517578,135.82000732421875,136.3000030517578,136.3000030517578,9737816
2023-09-05 10:30:00-04:00,136.3000030517578,137.0399932861328,136.1300048828125,136.5749969482422,136.5749969482422,6143806
2023-09-05 11:30:00-04:00,136.57809448242188,136.85000610351562,136.3000030517578,136.5749969482422,136.5749969482422,3968091
2023-09-05 12:30:00-04:00,136.5800018310547,136.91000366210938,136.5399932861328,136.69000244140625,136.69000244140625,2195552
2023-09-05 13:30:00-04:00,136.69000244140625,137.07989501953125,136.6300048828125,137.00999450683594,137.00999450683594,2655191
2023-09-05 14:30:00-04:00,137.0050048828125,137.25990295410156,136.72999572753906,136.7899932861328,136.7899932861328,3136373
2023-09-05 15:30:00-04:00,136.7899932861328,137.39999389648438,136.78140258789062,137.25,137.25,4625326
2023-09-06 09:30:00-04:00,136.05560302734375,137.4499969482422,135.67999267578125,135.91000366210938,135.91000366210938,10675895
2023-09-06 10:30:00-04:00,135.90499877929688,136.54989624023438,135.57000732421875,135.93930053710938,135.93930053710938,4994661
2023-09-06 11:30:00-04:00,135.92999267578125,136.1699981689453,135.0500030517578,135.1199951171875,135.1199951171875,3862452
2023-09-06 12:30:00-04:00,135.1199951171875,135.22000122070312,134.61000061035156,134.88999938964844,134.88999938964844,4405726
2023-09-06 13:30:00-04:00,134.88999938964844,135.33999633789062,134.83999633789062,135.11529541015625,135.11529541015625,2926292
2023-09-06 14:30:00-04:00,135.1199951171875,135.36000061035156,134.7100067138672,135.24429321289062,135.24429321289062,3657313
2023-09-06 15:30:00-04:00,135.25,135.52000427246094,135.1699981689453,135.36000061035156,135.36000061035156,3880472
2023-09-07 09:30:00-04:00,133.27000427246094,136.38999938964844,133.16000366210938,135.96200561523438,135.96200561523438,10913505
2023-09-07 10:30:00-04:00,136.03500366210938,136.72000122070312,135.6501007080078,135.9949951171875,135.9949951171875,5858853
2023-09-07 11:30:00-04:00,136.00999450683594,136.47999572753906,135.47000122070312,136.3498992919922,136.3498992919922,5404016
2023-09-07 12:30:00-04:00,136.35000610351562,137.24609375,136.22999572753906,137.19000244140625,137.19000244140625,3898388
2023-09-07 13:30:00-04:00,137.1999969482422,137.72000122070312,136.85000610351562,137.27499389648438,137.27499389648438,5011699
2023-09-07 14:30:00-04:00,137.27029418945312,137.67999267578125,137.05999755859375,137.6750030517578,137.6750030517578,3725368
2023-09-07 15:30:00-04:00,137.6699981689453,138.02999877929688,137.4680938720703,137.85000610351562,137.85000610351562,6062556
2023-09-08 09:30:00-04:00,136.86000061035156,138.42999267578125,136.75,138.3300018310547,138.3300018310547,9936187
2023-09-08 10:30:00-04:00,138.3300018310547,138.79989624023438,137.6699981689453,138.5749969482422,138.5749969482422,5525168
2023-09-08 11:30:00-04:00,138.5800018310547,138.85189819335938,138.10499572753906,138.32000732421875,138.32000732421875,3380908
2023-09-08 12:30:00-04:00,138.32000732421875,138.74000549316406,138.13999938964844,138.4586944580078,138.4586944580078,2820014
2023-09-08 13:30:00-04:00,138.4600067138672,138.8000030517578,137.9320068359375,138.17379760742188,138.17379760742188,3553260
2023-09-08 14:30:00-04:00,138.18499755859375,138.24000549316406,137.66000366210938,137.97999572753906,137.97999572753906,3394048
2023-09-08 15:30:00-04:00,137.97000122070312,138.2899932861328,137.8300018310547,138.22999572753906,138.22999572753906,3727260
2023-09-11 09:30:00-04:00,138.75,140.83999633789062,138.63999938964844,140.78500366210938,140.78500366210938,12121852
