Datetime,Open,High,Low,Close,Adj Close,Volume
2023-09-05 09:30:00-04:00,135.44000244140625,135.97000122070312,134.58009338378906,134.99099731445312,134.99099731445312,4798841
2023-09-05 10:30:00-04:00,134.99000549316406,135.8000030517578,134.72999572753906,135.52000427246094,135.52000427246094,2453850
2023-09-05 11:30:00-04:00,135.52000427246094,135.72999572753906,135.27000427246094,135.3350067138672,135.3350067138672,1140926
2023-09-05 12:30:00-04:00,135.33999633789062,135.6699981689453,135.30999755859375,135.5399932861328,135.5399932861328,1182223
2023-09-05 13:30:00-04:00,135.5399932861328,136.38999938964844,135.4499969482422,136.31939697265625,136.31939697265625,1777229
2023-09-05 14:30:00-04:00,136.31900024414062,136.4199981689453,135.85000610351562,135.93600463867188,135.93600463867188,1803627
2023-09-05 15:30:00-04:00,135.92999267578125,136.10000610351562,135.66000366210938,135.77000427246094,135.77000427246094,2048674
2023-09-06 09:30:00-04:00,136.02000427246094,136.5299072265625,134.65499877929688,134.67999267578125,134.67999267578125,4435861
2023-09-06 10:30:00-04:00,134.6699981689453,135.1699981689453,134.5,134.94000244140625,134.94000244140625,2120842
2023-09-06 11:30:00-04:00,134.9250030517578,135.0399932861328,134.00999450683594,134.06500244140625,134.06500244140625,1659593
2023-09-06 12:30:00-04:00,134.05999755859375,134.22999572753906,133.6649932861328,134.0399932861328,134.0399932861328,2122634
2023-09-06 13:30:00-04:00,134.0449981689453,134.27000427246094,133.93499755859375,134.05999755859375,134.05999755859375,1569946
2023-09-06 14:30:00-04:00,134.05059814453125,134.4499969482422,134.05059814453125,134.3498992919922,134.3498992919922,1827831
2023-09-06 15:30:00-04:00,134.35000610351562,134.57000732421875,134.1999969482422,134.4600067138672,134.4600067138672,2361579
2023-09-07 09:30:00-04:00,133.58999633789062,134.5399932861328,132.9499969482422,134.13099670410156,134.13099670410156,4212785
2023-09-07 10:30:00-04:00,134.19000244140625,135.0500030517578,133.9600067138672,134.57000732421875,134.57000732421875,2224349
2023-09-07 11:30:00-04:00,134.55499267578125,134.99000549316406,133.6199951171875,134.7550048828125,134.7550048828125,1948116
2023-09-07 12:30:00-04:00,134.75799560546875,135.25999450683594,134.58999633789062,135.11500549316406,135.11500549316406,1248283
2023-09-07 13:30:00-04:00,135.1199951171875,135.50999450683594,134.9199981689453,135.1999969482422,135.1999969482422,1363117
2023-09-07 14:30:00-04:00,135.19000244140625,135.55499267578125,135.08999633789062,135.52000427246094,135.52000427246094,1372827
2023-09-07 15:30:00-04:00,135.52000427246094,135.5800018310547,135.0800018310547,135.26499938964844,135.26499938964844,2480045
2023-09-08 09:30:00-04:00,134.91000366210938,136.1699981689453,134.85000610351562,135.9499969482422,135.9499969482422,3948425
2023-09-08 10:30:00-04:00,135.97000122070312,136.18499755859375,135.42999267578125,136.0399932861328,136.0399932861328,2497674
2023-09-08 11:30:00-04:00,136.0500030517578,136.43809509277344,135.9600067138672,136.22999572753906,136.22999572753906,2385952
2023-09-08 12:30:00-04:00,136.22999572753906,136.33999633789062,135.9199981689453,136.23719787597656,136.23719787597656,1518284
2023-09-08 13:30:00-04:00,136.24000549316406,136.66000366210938,136.02000427246094,136.4199981689453,136.4199981689453,2293440
2023-09-08 14:30:00-04:00,136.41299438476562,136.52049255371094,135.72999572753906,135.79150390625,135.79150390625,1933127
2023-09-08 15:30:00-04:00,135.7899932861328,136.53990173339844,135.72000122070312,136.41000366210938,136.41000366210938,2937018
2023-09-11 09:30:00-04:00,136.5399932861328,137.47999572753906,136.33050537109375,136.44000244140625,136.44000244140625,4913305
2023-09-11 10:30:00-04:00,136.4499969482422,136.4600067138672,135.78500366210938,136.38999938964844,136.38999938964844,2425955
2023-09-11 11:30:00-04:00,136.39500427246094,136.55999755859375,135.9199981689453,136.52999877929688,136.52999877929688,1828504
2023-09-11 12:30:00-04:00,136.52999877929688,136.89999389648438,136.25999450683594,136.81500244140625,136.81500244140625,1482364
2023-09-11 13:30:00-04:00,136.82000732421875,137.16000366210938,136.77000427246094,137.10000610351562,137.10000610351562,1697406
2023-09-11 14:30:00-04:00,137.10000610351562,137.11000061035156,136.7126007080078,137.06500244140625,137.06500244140625,1451284
2023-09-11 15:30:00-04:00,137.07000732421875,137.2100067138672,136.72999572753906,136.92999267578125,136.92999267578125,2132657
2023-09-12 09:30:00-04:00,136.25999450683594,136.87010192871094,135.86000061035156,136.0,136.0,3807999
2023-09-12 10:30:00-04:00,136.0,136.30499267578125,135.4600067138672,135.92999267578125,135.92999267578125,2278380
2023-09-12 11:30:00-04:00,135.9250030517578,136.22500610351562,135.7100067138672,136.08999633789062,136.08999633789062,1792399
2023-09-12 12:30:00-04:00,136.0850067138672,136.19000244140625,135.7519989013672,136.08999633789062,136.08999633789062,1047754
2023-09-12 13:30:00-04:00,136.10000610351562,136.1968994140625,135.63499450683594,135.81500244140625,135.81500244140625,1713828
2023-09-12 14:30:00-04:00,135.81500244140625,135.9499969482422,135.19000244140625,135.3000030517578,135.3000030517578,1789850
2023-09-12 15:30:00-04:00,135.3000030517578,135.47000122070312,135.22999572753906,135.35000610351562,135.35000610351562,2227032
2023-09-13 09:30:00-04:00,135.08999633789062,135.4149932861328,134.14999389648438,135.35000610351562,135.35000610351562,4309681
2023-09-13 10:30:00-04:00,135.3699951171875,135.72000122070312,135.22000122070312,135.63999938964844,135.63999938964844,2367422
2023-09-13 11:30:00-04:00,135.63999938964844,136.16000366210938,135.0500030517578,136.1199951171875,136.1199951171875,1806720
2023-09-13 12:30:00-04:00,136.1300048828125,136.55999755859375,135.80999755859375,136.12820434570312,136.12820434570312,1932731
2023-09-13 13:30:00-04:00,136.1300048828125,136.7187957763672,136.07009887695312,136.44000244140625,136.44000244140625,1714748
2023-09-13 14:30:00-04:00,136.44140625,136.5,135.9499969482422,136.46499633789062,136.46499633789062,1854393
2023-09-13 15:30:00-04:00,136.47999572753906,136.89999389648438,136.38999938964844,136.69000244140625,136.69000244140625,2543022
2023-09-14 09:30:00-04:00,137.60000610351562,138.0,136.24000549316406,136.9499969482422,136.9499969482422,4945833
2023-09-14 10:30:00-04:00,136.9499969482422,138.28500366210938,136.92999267578125,137.8249969482422,137.8249969482422,3839930
2023-09-14 11:30:00-04:00,137.82000732421875,138.4149932861328,137.5800018310547,138.00999450683594,138.00999450683594,2589612
2023-09-14 12:30:00-04:00,138.0050048828125,138.69500732421875,137.83999633789062,138.32000732421875,138.32000732421875,1937489
2023-09-14 13:30:00-04:00,138.3300018310547,138.6072998046875,138.1300048828125,138.1300048828125,138.1300048828125,1566282
2023-09-14 14:30:00-04:00,138.1199951171875,138.5800018310547,138.0500030517578,138.1199951171875,138.1199951171875,3261542
2023-09-14 15:30:00-04:00,138.1199951171875,138.5,137.97000122070312,138.10000610351562,138.10000610351562,2902239
2023-09-15 09:30:00-04:00,138.25999450683594,138.52000427246094,136.8800048828125,137.63999938964844,137.63999938964844,9094086
2023-09-15 10:30:00-04:00,137.6300048828125,137.7949981689453,136.47999572753906,137.22000122070312,137.22000122070312,3654767
2023-09-15 11:30:00-04:00,137.2100067138672,137.50999450683594,136.97000122070312,137.38499450683594,137.38499450683594,1972993
2023-09-15 12:30:00-04:00,137.38999938964844,137.8000030517578,136.90150451660156,136.9550018310547,136.9550018310547,3722992
2023-09-15 13:30:00-04:00,136.9499969482422,137.32000732421875,136.66000366210938,136.9199981689453,136.9199981689453,2218190
2023-09-15 14:30:00-04:00,136.9199981689453,137.3800048828125,136.80999755859375,137.25999450683594,137.25999450683594,2214435
2023-09-15 15:30:00-04:00,137.27000427246094,137.5500030517578,136.86000061035156,137.38999938964844,137.38999938964844,3364348
2023-09-18 09:30:00-04:00,136.61000061035156,139.16000366210938,136.61000061035156,138.9499969482422,138.9499969482422,6782103
2023-09-18 10:30:00-04:00,138.96499633789062,138.97999572753906,138.1300048828125,138.3000030517578,138.3000030517578,3082701
